cve,links,cwe,cne,cvss2score
CVE-2018-16789,"['http://packetstormsecurity.com/files/149978/Shell-In-A-Box-2.2.0-Denial-Of-Service.html', 'http://seclists.org/fulldisclosure/2018/Oct/50', 'https://github.com/shellinabox/shellinabox/commit/4f0ecc31ac6f985e0dd3f5a52cbfc0e9251f6361']","('CWE-835', ""Loop with Unreachable Exit Condition ('Infinite Loop')"")",MITRE,NVD-CVSS2-Other
CVE-2013-4150,"['http://lists.nongnu.org/archive/html/qemu-stable/2014-07/msg00187.html', 'http://rhn.redhat.com/errata/RHSA-2014-0927.html']","('CWE-119', 'Improper Restriction of Operations within the Bounds of a Memory Buffer')","Red Hat, Inc.",NVD-CVSS2-Other
CVE-2017-15306,"['http://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=ac64115a66c18c01745bbd3c47a36b124e5fd8c0', 'http://openwall.com/lists/oss-security/2017/11/06/6', 'https://github.com/torvalds/linux/commit/ac64115a66c18c01745bbd3c47a36b124e5fd8c0']","('CWE-476', 'NULL Pointer Dereference')",MITRE,NVD-CVSS2-Other
CVE-2022-1620,['https://github.com/vim/vim/commit/8e4b76da1d7e987d43ca960dfbc372d1c617466f'],"('CWE-476', 'NULL Pointer Dereference')",huntr.dev,NVD-CVSS2-Other
CVE-2020-26572,['https://github.com/OpenSC/OpenSC/commit/9d294de90d1cc66956389856e60b6944b27b4817'],"('CWE-787', 'Out-of-bounds Write')",MITRE,NVD-CVSS2-Other
CVE-2015-0216,[],"('CWE-79', ""Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')"")","Red Hat, Inc.",NVD-CVSS2-Other
CVE-2020-35679,['https://github.com/openbsd/src/commit/79a034b4aed29e965f45a13409268290c9910043'],"('CWE-401', 'Missing Release of Memory after Effective Lifetime')",MITRE,NVD-CVSS2-Other
CVE-2016-10055,"['https://github.com/ImageMagick/ImageMagick/commit/10b3823a7619ed22d42764733eb052c4159bc8c1', 'https://github.com/ImageMagick/ImageMagick/commit/eedd0c35bb2d8af7aa05f215689fdebd11633fa1']","('CWE-119', 'Improper Restriction of Operations within the Bounds of a Memory Buffer')",MITRE,NVD-CVSS2-Other
CVE-2020-13114,['https://github.com/libexif/libexif/commit/e6a38a1a23ba94d139b1fa2cd4519fdcfe3c9bab'],"('CWE-770', 'Allocation of Resources Without Limits or Throttling')",MITRE,NVD-CVSS2-Other
CVE-2015-5340,[],"('CWE-200', 'Exposure of Sensitive Information to an Unauthorized Actor')","Red Hat, Inc.",NVD-CVSS2-Other
CVE-2022-2344,"['https://github.com/vim/vim/commit/baefde14550231f6468ac2ed2ed495bc381c0c92', 'https://huntr.dev/bounties/4a095ed9-3125-464a-b656-c31b437e1996']","('CWE-122', 'Heap-based Buffer Overflow')",huntr.dev,NVD-CVSS2-Other
CVE-2016-10068,"['http://www.openwall.com/lists/oss-security/2016/12/26/9', 'https://bugzilla.redhat.com/show_bug.cgi?id=1410500', 'https://github.com/ImageMagick/ImageMagick/commit/56d6e20de489113617cbbddaf41e92600a34db22', 'https://www.imagemagick.org/discourse-server/viewtopic.php?f=3&t=30797']","('CWE-20', 'Improper Input Validation')",MITRE,NVD-CVSS2-Other
CVE-2015-9289,"['https://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=1fa2337a315a2448c5434f41e00d56b01a22283c', 'https://github.com/torvalds/linux/commit/1fa2337a315a2448c5434f41e00d56b01a22283c']","('CWE-125', 'Out-of-bounds Read')",MITRE,NVD-CVSS2-Other
CVE-2018-13300,['https://github.com/FFmpeg/FFmpeg/commit/95556e27e2c1d56d9e18f5db34d6f756f3011148'],"('CWE-125', 'Out-of-bounds Read')",MITRE,NVD-CVSS2-Other
CVE-2015-8324,['https://github.com/torvalds/linux/commit/744692dc059845b2a3022119871846e74d4f6e11'],"('NVD-CWE-Other', 'Other')","Red Hat, Inc.",NVD-CVSS2-Other
CVE-2017-6850,"['https://blogs.gentoo.org/ago/2017/01/25/jasper-null-pointer-dereference-in-jp2_cdef_destroy-jp2_cod-c/', 'https://github.com/mdadams/jasper/commit/e96fc4fdd525fa0ede28074a7e2b1caf94b58b0d', 'https://github.com/mdadams/jasper/issues/112']","('CWE-476', 'NULL Pointer Dereference')",MITRE,NVD-CVSS2-Other
CVE-2021-29550,"['https://github.com/tensorflow/tensorflow/commit/548b5eaf23685d86f722233d8fbc21d0a4aecb96', 'https://github.com/tensorflow/tensorflow/security/advisories/GHSA-f78g-q7r4-9wcv']","('CWE-369', 'Divide By Zero')","GitHub, Inc.",NVD-CVSS2-Other
CVE-2016-10094,['https://github.com/vadz/libtiff/commit/c7153361a4041260719b340f73f2f76'],"('CWE-189', 'Numeric Errors')",MITRE,NVD-CVSS2-Other
CVE-2017-8890,"['http://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=657831ffc38e30092a2d5f03d385d710eb88b09a', 'https://github.com/torvalds/linux/commit/657831ffc38e30092a2d5f03d385d710eb88b09a']","('CWE-415', 'Double Free')",MITRE,NVD-CVSS2-Other
CVE-2016-7910,"['http://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=77da160530dd1dc94f6ae15a981f24e5f0021e84', 'https://github.com/torvalds/linux/commit/77da160530dd1dc94f6ae15a981f24e5f0021e84']","('CWE-416', 'Use After Free')",Android (associated with Google Inc. or Open Handset Alliance),NVD-CVSS2-Other
CVE-2022-35941,"['https://github.com/tensorflow/tensorflow/commit/3a6ac52664c6c095aa2b114e742b0aa17fdce78f', 'https://github.com/tensorflow/tensorflow/security/advisories/GHSA-mgmh-g2v6-mqw5']","('CWE-617', 'Reachable Assertion')","GitHub, Inc.",NVD-CVSS2-Other
CVE-2017-5579,"['http://www.openwall.com/lists/oss-security/2017/01/24/8', 'http://www.openwall.com/lists/oss-security/2017/01/25/3']","('CWE-401', 'Missing Release of Memory after Effective Lifetime')","Red Hat, Inc.",NVD-CVSS2-Other
CVE-2017-12904,"['https://github.com/akrennmair/newsbeuter/commit/96e9506ae9e252c548665152d1b8968297128307', 'https://groups.google.com/forum/#!topic/newsbeuter/iFqSE7Vz-DE']","('CWE-943', 'Improper Neutralization of Special Elements in Data Query Logic')",MITRE,NVD-CVSS2-Other
CVE-2016-4081,[],"('CWE-284', 'Improper Access Control')",MITRE,NVD-CVSS2-Other
CVE-2014-3183,"['http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git;a=commit;h=51217e69697fba92a06e07e16f55c9a52d8e8945', 'https://bugzilla.redhat.com/show_bug.cgi?id=1141344', 'https://code.google.com/p/google-security-research/issues/detail?id=90']","('CWE-119', 'Improper Restriction of Operations within the Bounds of a Memory Buffer')",Google Inc.,NVD-CVSS2-Other
CVE-2012-2669,[],"('CWE-20', 'Improper Input Validation')","Red Hat, Inc.",NVD-CVSS2-Other
CVE-2014-7822,[],"('CWE-264', 'Permissions, Privileges, and Access Controls')","Red Hat, Inc.",NVD-CVSS2-Other
CVE-2015-1806,[],"('CWE-264', 'Permissions, Privileges, and Access Controls')","Red Hat, Inc.",NVD-CVSS2-Other
CVE-2016-10012,['https://github.com/openbsd/src/commit/3095060f479b86288e31c79ecbc5131a66bcd2f9'],"('CWE-119', 'Improper Restriction of Operations within the Bounds of a Memory Buffer')",MITRE,NVD-CVSS2-Other
CVE-2013-7010,"['http://openwall.com/lists/oss-security/2013/11/26/7', 'http://openwall.com/lists/oss-security/2013/12/08/3', 'https://github.com/FFmpeg/FFmpeg/commit/454a11a1c9c686c78aa97954306fb63453299760']","('CWE-189', 'Numeric Errors')",MITRE,NVD-CVSS2-Other
CVE-2016-0823,[],"('CWE-200', 'Exposure of Sensitive Information to an Unauthorized Actor')",Android (associated with Google Inc. or Open Handset Alliance),NVD-CVSS2-Other
CVE-2017-8061,"['http://www.openwall.com/lists/oss-security/2017/04/16/4', 'https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git/commit/?id=67b0503db9c29b04eadfeede6bebbfe5ddad94ef', 'https://github.com/torvalds/linux/commit/67b0503db9c29b04eadfeede6bebbfe5ddad94ef']","('CWE-119', 'Improper Restriction of Operations within the Bounds of a Memory Buffer')",MITRE,NVD-CVSS2-Other
CVE-2015-8732,[],"('CWE-20', 'Improper Input Validation')",MITRE,NVD-CVSS2-Other
CVE-2016-6293,['http://git.php.net/?p=php-src.git;a=commit;h=aa82e99ed8003c01f1ef4f0940e56b85c5b032d4'],"('CWE-119', 'Improper Restriction of Operations within the Bounds of a Memory Buffer')",MITRE,NVD-CVSS2-Other
CVE-2012-2744,['https://github.com/torvalds/linux/commit/9e2dcf72023d1447f09c47d77c99b0c49659e5ce'],"('NVD-CWE-Other', 'Other')","Red Hat, Inc.",NVD-CVSS2-Other
CVE-2017-14171,['https://github.com/FFmpeg/FFmpeg/commit/c24bcb553650b91e9eff15ef6e54ca73de2453b7'],"('CWE-834', 'Excessive Iteration')",MITRE,NVD-CVSS2-Other
CVE-2014-5354,[],"('NVD-CWE-Other', 'Other')",MITRE,NVD-CVSS2-Other
CVE-2021-45931,['https://github.com/harfbuzz/harfbuzz/commit/d3e09bf4654fe5478b6dbf2b26ebab6271317d81'],"('CWE-787', 'Out-of-bounds Write')",MITRE,NVD-CVSS2-Other
CVE-2016-7537,"['http://www.openwall.com/lists/oss-security/2016/09/22/2', 'https://bugzilla.redhat.com/show_bug.cgi?id=1378773', 'https://github.com/ImageMagick/ImageMagick/commit/424d40ebfcde48bb872eba75179d3d73704fdf1f', 'https://github.com/ImageMagick/ImageMagick/commit/6d202a0514fb6a406456b8b728cde776becb25f8', 'https://github.com/ImageMagick/ImageMagick/issues/143']","('CWE-125', 'Out-of-bounds Read')",Debian GNU/Linux,NVD-CVSS2-Other
CVE-2014-0076,[],"('CWE-310', 'Cryptographic Issues')","Red Hat, Inc.",NVD-CVSS2-Other
CVE-2020-8940,['https://github.com/google/asylo/commit/fa6485c5d16a7355eab047d4a44345a73bc9131e'],"('CWE-120', ""Buffer Copy without Checking Size of Input ('Classic Buffer Overflow')"")",Google Inc.,NVD-CVSS2-Other
CVE-2019-18672,['https://github.com/keepkey/keepkey-firmware/commit/769714fcb569e7a4faff9530a2d9ac1f9d6e5680'],"('CWE-354', 'Improper Validation of Integrity Check Value')",MITRE,NVD-CVSS2-Other
CVE-2012-6617,['http://git.videolan.org/?p=ffmpeg.git;a=commitdiff;h=9929991da7b843e7d80154fcacc4e80579b86a2d'],"('NVD-CWE-Other', 'Other')",MITRE,NVD-CVSS2-Other
CVE-2019-20397,"['https://bugzilla.redhat.com/show_bug.cgi?id=1793928', 'https://github.com/CESNET/libyang/commit/88bd6c548ba79bce176cd875e9b56e7e0ef4d8d4']","('CWE-415', 'Double Free')",MITRE,NVD-CVSS2-Other
CVE-2016-2347,"['https://github.com/fragglet/lhasa/commit/6fcdb8f1f538b9d63e63a5fa199c5514a15d4564', 'https://github.com/fragglet/lhasa/releases/tag/v0.3.1']","('CWE-190', 'Integer Overflow or Wraparound')",CERT/CC,NVD-CVSS2-Other
CVE-2017-6500,"['https://github.com/ImageMagick/ImageMagick/commit/3007531bfd326c5c1e29cd41d2cd80c166de8528', 'https://github.com/ImageMagick/ImageMagick/issues/375', 'https://github.com/ImageMagick/ImageMagick/issues/376']","('CWE-125', 'Out-of-bounds Read')",MITRE,NVD-CVSS2-Other
CVE-2012-0957,"['http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git;a=commit;h=2702b1526c7278c4d65d78de209a465d4de2885e', 'https://github.com/torvalds/linux/commit/2702b1526c7278c4d65d78de209a465d4de2885e']","('CWE-16', 'Configuration')",Canonical Ltd.,NVD-CVSS2-Other
CVE-2021-37656,['https://github.com/tensorflow/tensorflow/commit/1071f554dbd09f7e101324d366eec5f4fe5a3ece'],"('CWE-824', 'Access of Uninitialized Pointer')","GitHub, Inc.",NVD-CVSS2-Other
CVE-2022-3016,"['https://github.com/vim/vim/commit/6d24a51b94beb1991cddce221f90b455e2d50db7', 'https://huntr.dev/bounties/260516c2-5c4a-4b7f-a01c-04b1aeeea371']","('CWE-416', 'Use After Free')",huntr.dev,NVD-CVSS2-Other
CVE-2022-34295,"['https://github.com/fwdillema/totd/commit/afd8a10a6a21f82a70940d1b43cff48143250399', 'https://github.com/fwdillema/totd/releases/tag/1.5.3']","('CWE-330', 'Use of Insufficiently Random Values')",MITRE,NVD-CVSS2-Other
CVE-2019-20095,[],"('CWE-401', 'Missing Release of Memory after Effective Lifetime')",MITRE,NVD-CVSS2-Other
CVE-2022-1734,"['http://www.openwall.com/lists/oss-security/2022/06/05/4', 'http://www.openwall.com/lists/oss-security/2022/06/09/1', 'https://github.com/torvalds/linux/commit/d270453a0d9ec10bb8a802a142fb1b3601a83098']","('CWE-416', 'Use After Free')","Red Hat, Inc.",NVD-CVSS2-Other
CVE-2018-16840,"['https://curl.haxx.se/docs/CVE-2018-16840.html', 'https://github.com/curl/curl/commit/81d135d67155c5295b1033679c606165d4e28f3f']","('CWE-416', 'Use After Free')","Red Hat, Inc.",NVD-CVSS2-Other
CVE-2007-6762,"['https://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=2a2f11c227bdf292b3a2900ad04139d301b56ac4', 'https://github.com/torvalds/linux/commit/2a2f11c227bdf292b3a2900ad04139d301b56ac4']","('CWE-119', 'Improper Restriction of Operations within the Bounds of a Memory Buffer')",MITRE,NVD-CVSS2-Other
